wine_id,user_id,score
159,Kent Sigerstróm,4.0
159,Barbax,4.0
159,Ruslan Aref'ev RWC,4.0
159,Géraldine de Kersaint-Gilly,5.0
159,Liz,4.0
159,Susumu S,4.0
159,stesath,4.0
159,Maurizio Degl'Innocenti,5.0
159,genki shimada,3.5
159,LeChampenois,3.0
159,Luca Ba,3.0
159,Andreas Armange,4.0
160,Thomas T,4.5
160,Yasutaka Shibata,4.5
160,SOB,4.5
160,hruckus,4.0
160,Carlo Terruzzi,4.0
160,Vadim Koidze,5.0
160,Alexey Belevantsev,4.0
160,Edijs Locmels,4.0
160,Amber Smoke,4.0
160,Niclas Butz,4.5
160,Ultimate wine,3.5
160,David Canter,4.0
160,SweMike,4.0
160,Federico Favero,3.9
160,Pedro Gil Nieva,4.5
160,Jacob Lehto,4.5
160,Miki Giai,4.5
160,Yuri Champaniaque RWC,4.0
160,Massimo Trussardi,4.5
160,Hans Lian,4.0
160,Jérémy Devarenne,4.5
160,Dams,4.5
160,Dmitry Krendelev,4.5
160,Kim Reckweg,5.0
160,Ricky Butera,4.5
160,Kent Sigerstróm,4.0
160,Barbax,4.0
160,Ruslan Aref'ev RWC,4.0
160,Géraldine de Kersaint-Gilly,5.0
160,Liz,4.0
160,Susumu S,4.0
160,stesath,4.0
160,Maurizio Degl'Innocenti,5.0
160,genki shimada,3.5
160,LeChampenois,3.0
160,Luca Ba,3.0
160,Andreas Armange,4.0
161,Pontus Persson,4.0
161,Marc Engels,4.0
161,Jack Madrid,4.0
161,WEA Wines,4.0
161,Kent Sigerstróm,4.0
161,Richard Smith,4.0
161,Bisi Zhang,4.0
161,StasMedvedev.lv,4.0
161,Erik Gadsbøll,4.0
161,Sindre B,4.0
161,Ultimate wine,4.0
161,BA,4.0
161,ABBA,4.0
161,Stig Andersen dk,4.0
161,Sid,4.0
161,Jens Behrendt,4.0
161,Andrew Rose,3.5
161,Axel Berglund,4.0
161,Daniel L,4.0
161,Urban Eriksson,4.0
161,Bruno Mendes,5.0
161,SOB,4.0
161,KM,3.5
161,Cristiana,3.5
161,Trappischt,3.5
161,hruckus,3.5
161,Henrik Jönsson,3.5
161,Morten Vorgod,4.0
161,Michael,4.5
161,Jason Luther,3.5
161,Yuri Champaniaque RWC,4.0
161,Miki Giai,4.0
161,Titti,4.0
161,Tord Normann,4.0
161,Steffen Jespersen,4.0
161,Brizuc,4.0
161,Anders Eriksen,3.5
161,Gunnar Sonesson,4.0
161,Sergey Gvozdev RWC,4.0
161,Robert Gorjak,4.5
161,Massimo Trussardi,4.5
161,Anders Jønstrup,4.0
161,Nathalie Strobl,3.0
161,Daniel Hansen DH Wineclub,3.5
161,stesath,3.5
161,Andrea Nardi,3.0
161,Nicferr,3.0
162,Thomas T,4.5
162,Yasutaka Shibata,4.5
162,SOB,4.5
162,hruckus,4.0
162,Carlo Terruzzi,4.0
162,Vadim Koidze,5.0
162,Alexey Belevantsev,4.0
162,Edijs Locmels,4.0
162,Amber Smoke,4.0
162,Niclas Butz,4.5
162,Ultimate wine,3.5
162,David Canter,4.0
162,SweMike,4.0
162,Federico Favero,3.9
162,Pedro Gil Nieva,4.5
162,Jacob Lehto,4.5
162,Miki Giai,4.5
162,Yuri Champaniaque RWC,4.0
162,Massimo Trussardi,4.5
162,Hans Lian,4.0
162,Jérémy Devarenne,4.5
162,Dams,4.5
162,Dmitry Krendelev,4.5
162,Kim Reckweg,5.0
162,Ricky Butera,4.5
162,Kent Sigerstróm,4.0
162,Barbax,4.0
162,Ruslan Aref'ev RWC,4.0
162,Géraldine de Kersaint-Gilly,5.0
162,Liz,4.0
162,Susumu S,4.0
162,stesath,4.0
162,Maurizio Degl'Innocenti,5.0
162,genki shimada,3.5
162,LeChampenois,3.0
162,Luca Ba,3.0
162,Andreas Armange,4.0
163,Champagne Spy,4.0
163,SE 32,4.0
163,Jill T,4.0
163,AndyRo,4.0
163,Keith Campbell,4.0
163,B N,4.0
163,Urban Eriksson,4.0
163,Phil likes Burgundy,4.0
163,Scott Walker,4.0
163,Gerold Rach,4.0
163,Pico De Lucchi,4.0
163,Robert Heinzer,4.0
163,Torben Olsen,4.0
163,Vasily,4.0
163,Bruno Mendes,4.5
163,Lars Finmann,4.0
163,Flip Dejaeghere,4.0
163,Paul Frankhuizen,4.0
163,Thomas Greve,4.0
163,SwissChampagneGuy,4.0
163,Serpentino,4.0
163,Al Friedman,4.5
163,M,4.0
163,Dave Oenonerd,4.0
163,Marty,4.0
163,Cris Pico,4.0
163,Andrey Filatov,4.0
163,Rob Bremner,4.0
163,Lars Isling,4.0
163,Massimo Trussardi,4.0
163,Glass Of Bubbly,3.5
163,BigKatWines,4.5
163,Jaime Phalen,4.5
163,Kent Sigerstróm,3.5
163,Silvia Wine,4.5
163,Viacheslav Shukaev,4.5
163,Cindy Lou,4.5
163,Ian Matthews,3.0
163,Cristiana,3.5
163,Guy Waisbrod,4.5
163,Kristi Rebane,5.0
163,Lysti,3.5
163,D B,4.0
163,Will The Phil,3.5
163,Alexey Belevantsev,3.5
163,Marius Münstermann,3.5
163,Yvu,3.5
163,Scot,3.5
163,Pinot Princess,4.0
163,Bart Janssen,4.0
163,AR,4.0
163,Rasmus Schierbeck,4.0
163,Léonard Le Plus Beau,4.0
163,"Vino, vse dela",4.0
163,Luitzen_,4.0
163,Robert Gorjak,4.0
163,Roberto Emiliano Martines,4.0
163,Nick Maytom,4.0
163,ABBA,4.0
163,VU,4.0
163,Tord Normann,4.0
163,Brian Lykke,4.0
163,Hans Lian,4.0
163,Le Choub,4.0
163,Dirk,4.5
163,Luca Ba,3.0
163,The Oenoloquent,3.5
163,Alain Richardin,3.5
163,Olivier D.,3.5
163,L N,4.0
163,Dennis Toftegaard,3.5
163,Ralph Nielsen,4.0
163,Claudio Costa,3.5
163,M B,3.5
163,Ricky Butera,3.5
163,TuomoK,1.5
163,B B,3.5
164,BoozeBaron,4.0
164,Philip Hamdani,4.0
164,Benjamin Bailleux,4.0
164,Steven Brunskill,4.0
164,Okanagan Wine Geek,4.0
164,C C,4.0
164,John Mobbs,4.0
164,Mark Major,4.5
164,Jonathan Harker,4.0
164,Tom Young,4.0
164,Grzegorz Waloszczyk,4.5
164,Craig U,4.5
164,Ricardo Florence,4.0
164,Doug Walker,4.0
164,Mike Benson,4.0
164,Wilson Ang,4.0
164,Márcia Morato,4.0
164,Craig Thomson,4.5
164,Robert G,4.5
164,Matteus Ricci,4.0
164,Alexander Kon YPO,4.0
164,Andrew George,4.5
164,Andy Archer,4.0
164,DavidQ,4.0
164,Wojciech Senkowski,4.5
164,Le Petit Verre,4.0
164,Kevin Thomas,4.0
164,David Wong,4.0
164,Miranda K,4.2
164,Sam Ong,4.0
164,Peter Forster,4.0
164,Robert Orr,4.0
164,Traveling wine lover,4.5
164,Allan Moffitt,4.0
164,! ! Nils Mellbin‍ ! !,4.0
164,A Quest for the Grape,4.0
164,"Vino, vse dela",4.0
164,PC,4.0
164,Simon Fang,4.0
164,Matt,4.0
164,Mark Johnson,4.5
164,Meirion Webber,4.0
164,Tod Robertson,4.5
164,Dave Martyn,4.5
164,Andrew Cheese,4.5
164,Serban Sincai,4.0
164,Bart Yip,4.0
164,Alyssa Riley,4.5
164,Chris Delanoy YYC,4.0
164,James Thorn,4.0
164,Jelle Schutte,4.0
164,J.J.,4.0
164,Harvey Wilton,4.5
164,Вячеслав Роднищев,4.5
164,Kiwi Wine Lover,4.0
164,Gleb Yakovlev,4.0
164,Erik,4.0
164,! Ivan Pena Regueiro,4.0
164,Magnus Lönnroth,4.0
164,Janice Chen,4.0
164,Chris Wong,4.0
164,Pasi Pekkola,4.0
164,Karl Sjöblom,4.0
164,Pedro Leite,4.0
164,Timur A,4.0
164,Adam Gostyn,4.0
164,Andrey Filatov,4.0
164,Wingey Winey Chef,3.5
164,Andrew Simpson,4.0
164,Daniel Hjalmarsson,4.0
164,Maleno,4.0
164,Ben Hobbs,4.0
164,Geoff Maxted,4.0
164,Lars Boman,4.0
164,Parlor,4.0
164,Joao Vasconcelos,4.5
164,Mike Walker,4.0
164,Julie Bradford,4.0
164,Bacchus Fan,4.0
164,Russell Levermore,3.5
164,Juan Harris,3.5
164,Carl,3.5
164,Joyonwine,3.5
164,Bert Ide,4.0
164,Anthony Ricci,4.0
164,The Dane,4.0
164,Anton K,4.0
164,Rob Taylor,4.5
164,Joakim Samuelsson,4.0
164,Nikita Stepanov,4.0
164,DC Kaz,4.0
164,Boris Preijde,4.0
164,Patrick McCalman,4.0
164,! Matrix !,4.0
164,Basileus,4.0
164,Ian Bailey,4.5
164,Marta Padin,4.0
164,Markus Nagel,4.5
164,Richard Lauder,4.0
164,Alex,4.5
164,John Smith,4.0
164,Dan Djah,3.5
164,Stefan Z,3.5
164,Robert J Wilkinson,3.5
164,Cameron Clark,3.5
164,Ken Smith,3.5
164,NLow,3.5
164,Meinard Jan Bloem,4.0
164,Alina S,4.0
164,Champagne Hank,5.0
164,Anders Tallberg,3.5
164,Chuck Norris,4.0
164,Albert Lebedev,4.0
164,Rafael Hijano,4.0
164,Brad Frederickson,4.5
164,Denis Anatolievich,4.0
164,Răzvan Șincai,4.0
164,Jakob Marklund,4.0
164,Roman Bespalenko YPO,4.0
164,Jane,4.0
164,Alexey Shulepov,4.0
164,Lucky Mike,4.0
164,Alexander Belenky,4.0
164,Nick Jonker,4.0
164,Ron Bensdorp,5.0
164,Marie Ende,4.0
164,Anton Kopytov,4.0
164,Kateryna Spasichenko,4.5
164,Alexander Vengranovich,5.0
164,MARCELO BRANDÃO,3.5
164,Nicholas,3.0
164,Dom,3.5
164,Ming,3.5
164,Tom Cox,3.5
164,Bok Nan Lo,3.5
164,Wine Aficionado,3.5
164,Inna S,3.5
164,Myles Cook,3.0
164,Enzo X,5.0
164,Lauren Gage,4.5
164,Jaime Grimmett,4.0
164,Martin Frönmark,4.0
164,Brad Pejcic,3.5
164,Jacqueline Dymen,3.5
164,Xavier Hornblow,3.5
164,Ilya Karaulov,3.5
164,Marc Greco,3.5
164,Amaury,3.5
164,Mark Owen,3.0
164,Bee,3.5
164,Tjeerd Wichers,3.0
164,Steven Sarkisian,3.5
164,Simon Franklin,3.5
164,H W,3.0
164,James Escobar,3.5
164,Scott Mortimer,3.5
164,Baard Kjelsaas,3.5
164,Peter Knock,3.5
164,Antonio Ottovich,3.5
164,Herve Tauzia,3.5
164,David Baffa,3.0
164,JoLev,3.5
164,H L,3.5
164,Gavin Farrell,3.5
164,Chab,3.5
164,BigDaddy Wang,3.5
164,Michael Turner,4.0
164,Barry Chow,3.0
164,Enoch,3.0
164,Eben Lenderking,3.0
164,Clinton Marks,3.0
164,Chiara & Philippe,3.0
164,Joseph Barker,3.5
164,Michael WineAndMe RWC,4.5
164,Wine Ninja,2.5
164,Martina Sprea,5.0
164,David Dennis,3.0
164,Benjamin Thoma,3.0
164,Roze Arnold,3.0
164,Karin Friman,2.5
164,Nick Taylor,2.0
164,Михаил Сметанин,4.5
164,Maika Jensen,1.5
164,Inessa Novichikhina,1.0
164,rogeriobravim,4.0
164,Pavel Lazarev,5.0
164,Artem,5.0
164,АлекZандр,4.0
164,Aleksey,4.0
164,Станислав Шивцов,4.5
164,Anna N RWC,4.0
164,ДобрыхДелМастер RWC,4.0
164,Dudals,4.5
164,Aleks Che RWC,4.0
164,Jack Len,4.5
164,arybakov,4.5
164,Sergey Filyaev,4.0
165,Craig Thomson,3.5
165,timmay,3.5
165,Peter Forster,4.0
165,Grumpy Wino’s,3.5
165,Chuck Norris,3.5
165,Alex Kwon,2.5
165,Champagne Hank,5.0
165,Royston Wilson,3.0
165,Tom Cleary,3.0
165,Lauren Gage,3.0
165,Qi Li,4.0
165,Vineyard Surfer,3.5
165,Jaume Sadurni,4.0
165,Shan,3.0
165,Liao Swift,3.0
166,Jaime Grimmett,4.0
166,Craig Thomson,4.0
166,Grumpy Wino’s,4.0
166,John Smith,4.0
166,Wingey Winey Chef,3.5
166,Chuck Norris,4.0
166,Marc Mousky,4.0
166,James Clarke,4.5
166,Andrew George,4.0
166,Richard Lauder,3.5
166,Peter Forster,3.5
166,Eric,3.5
166,Robert Orr,3.5
166,Michael Murphy,3.5
166,Ken Ang,3.5
166,Marc Greco,3.5
166,Maika Jensen,3.5
166,TnA DnA,3.5
166,JoLev,3.5
166,Champagne Hank,5.0
166,Jonathan Gibson,3.0
166,Kent Liss Perry,4.5
166,Peteredouted,4.0
166,NJ Wilson,4.0
166,John K,3.5
167,Miranda K,4.0
167,Peter Griffin,4.0
167,RedBeard,5.0
167,Philip Green,4.0
167,DF,4.0
167,Steven Brunskill,4.0
167,Wingey Winey Chef,4.0
167,Ambassador Petrolhead,4.0
167,SE 32,4.0
167,Benjamin Bailleux,4.0
167,Greg Woolley,4.0
167,Michiel NL in NZ,4.0
167,Simon Hay,4.0
167,Andrew George,4.0
167,Craig Thomson,4.0
167,Si Kelly,4.0
167,Andrew Bishop,4.0
167,Stretch,4.0
167,Adrian Doss,4.0
167,Matthew Koch,4.0
167,Tod Robertson,5.0
167,James Jr.,3.5
167,S RWC,4.0
167,Jim Quismorio,4.0
167,Patrick McElhinney,4.0
167,Allan Moffitt,4.0
167,Jared Brons,4.0
167,Rudy Neys,4.0
167,Michael Aitken,4.0
167,Duane Hocking,4.0
167,Scott Taddeo,4.0
167,CPH,4.0
167,Moe,4.0
167,AW,4.0
167,Mark Major,4.0
167,Stephen j Hall,4.0
167,Mark Eshelby,4.0
167,Anton K,4.0
167,Simon Franklin,4.0
167,Andy,4.0
167,Grumpy Wino’s,4.0
167,Randal,4.0
167,M Phenix,4.0
167,J G,4.0
167,Ron Bensdorp,4.0
167,Patrick McCalman,4.0
167,Mooloomitch,4.0
167,Ignacio Rodriguez,4.0
167,Rem A,4.0
167,Jonathan Harker,4.0
167,Robert Orr,4.0
167,Koen Danhieux,4.0
167,Pinot Princess,4.0
167,Trees,4.0
167,Peter Forster,4.0
167,Shane Hawkins,4.0
167,Dogue de Bordeaux,4.0
167,Kaio Diniz,4.0
167,Ben Paterson,4.5
167,Dom,4.0
167,Michael WineAndMe RWC,4.0
167,El Presidenté,4.0
167,Gary Bowering,4.0
167,John P,4.0
167,John Smith,4.0
167,Lauren & Joe,4.0
167,Darren S,4.0
167,Maarten Eekels,4.0
167,Philip Hamdani,4.0
167,Kristel Balcaen,3.5
167,Stephen Cohen,4.5
167,Craig Lineham,4.0
167,Chuck Norris,4.0
167,Erik,4.0
167,David Adamson,4.5
167,Pavel O,4.0
167,Marc Greco,4.0
167,Michael Day,4.5
167,Tom McKenna,4.0
167,BoozeBaron,4.0
167,Brad Frederickson,4.0
167,Alyssa Riley,4.0
167,Tom Young,4.0
167,Rob Taylor,4.0
167,NJ Wilson,4.0
167,B Mac,4.0
167,Richard Lauder,4.0
167,Nicholas Unsworth-Smith,4.0
167,Tom Pearson,4.0
167,Chab,4.0
167,Cris Pico,4.0
167,Steven Kupchan,4.0
167,Matt,4.0
167,Alfred,4.0
167,Crazy R,4.0
167,Alastair,4.0
167,Jennipher Walters,4.0
167,Peteredouted,4.0
167,Hide,4.0
167,John K,5.0
167,Wiola,4.0
167,Dmitri Segedi,4.0
167,John Przedpelski,4.0
167,Mark Hall,4.0
167,Jim Scott,4.0
167,James Clarke,4.0
167,Dave Martyn,4.0
167,Victor Chong,4.0
167,Bruce C,4.0
167,Gavin Farrell,4.0
167,Howard Wang,3.5
167,Mario Speedwagon,3.5
167,! Wine&Bass !,2.5
167,Andy Archer,4.5
167,Robert Gorjak,4.5
167,Xavier Hornblow,3.5
167,maynard kho,3.5
167,T Luckei,4.5
167,Nic,4.5
167,Grant Hill,4.5
167,David E,4.5
167,Mucho,3.0
167,Nicolas Senechal,3.5
167,Dennis Hammer,4.5
167,Mormoreto,4.5
167,Alex Newell,3.5
167,Vasily,3.5
167,Tierney,3.5
167,Robert G,3.0
167,Ferntickle,4.5
167,Kent Liss Perry,4.5
167,Erwin Versleijen,3.5
167,Ian Howard,4.5
167,Alex Alm,4.5
167,Andrew Norton,4.5
167,Pszemo Pszemo,3.0
167,David Wong,3.5
167,Tony McClelland,3.5
167,Peter Winemaker,3.0
167,Peter Luetscher,3.5
167,Inna S,3.5
167,Simon Williams,3.5
167,Julie Bradford,3.5
167,Clinton Marks,3.0
167,Henry Sentosa,3.0
167,Dave Morrison,3.5
167,Marta Padin,3.0
167,Brad Pejcic,3.5
167,Shayne Shepherd,3.5
167,Ben F,3.5
167,Joao Vasconcelos,3.5
167,Maika Jensen,3.0
167,Benjamin Thoma,3.5
167,H L,3.5
167,PC,3.5
167,EllieIrvine,3.5
167,JoLev,3.5
167,LT Hong,3.0
167,Tiburon Wine Guru,3.0
167,N B,3.0
167,Richard Cleland,3.0
167,David Baffa,3.0
167,Jack Milligan,3.5
167,Royston Wilson,3.5
167,miohc,3.5
167,James Escobar,3.5
167,YuChen Lin,3.5
167,Jane,3.5
167,Kiwi Wine Lover,3.0
167,Alexander Vengranovich,3.5
167,Fabio Galli,3.0
167,! Ivan Pena Regueiro,3.5
167,John P,4.0
167,J D,4.5
167,Philip Young,4.0
167,R M,4.0
167,Steven Thomas,4.0
167,David Jackson,3.5
167,Dave Nash,4.5
167,Vin de Annette,4.0
167,Peter Bradley,5.0
167,Anna Travels,5.0
167,Martina Sprea,5.0
167,Jaime Grimmett,2.0
167,Lauren Gage,3.0
167,rogeriobravim,4.0
167,Tom Murphy,3.0
167,John Sutton,3.5
167,Michael Smith,3.5
167,AK,2.0
167,Matt Roberts,5.0
167,Peter Taylor,5.0
167,The Daily Winegraph,4.0
167,Alexandre CC,4.0
167,Billy Bones,4.0
167,Anastasia,4.0
167,Andrey Adushkin,4.0
167,Michel,4.0
167,Sergei Kalinichenko,4.0
167,Ivan Krasavin,4.0
167,Luiz Pais,4.0
167,Anton Kosarev,4.0
167,BeeJay,4.0
167,S.Mikhail,4.0
167,Alex Mroff,4.0
167,Shan,4.0
167,Márcia Morato,4.0
167,Олег Γκορλίνσκι,4.0
167,Ariss,4.0
167,Alvinho,4.0
167,Ellis Van Eijsden,4.0
167,Alexander,4.0
167,Lerika,4.0
167,Julian,4.0
167,Alexander Khvostov,4.0
167,MARCELO BRANDÃO,4.0
167,Roozbeh Karimi,4.0
167,Artem Moskovskiy,4.0
167,Alexander Dolgov RWC,4.0
167,Drunkbaby,4.0
167,Alexander Rassadkin,4.0
167,Grisha Sorokin,4.0
167,Gonzalo,4.0
167,Lucas,4.0
167,Andrey Zotov,4.0
167,Matthias,4.0
167,Andrew Supranovich,4.0
167,Osvaldo Schlusaz,4.0
167,Pavel Anokhin,4.0
167,Nikolay Kulagin,4.5
167,Евгений Танкушин,4.0
167,Vladimir Masorin RWC,4.0
167,Gaspa,4.0
167,АлекZандр,4.0
167,Tsetsenko Maxim,4.0
167,Maria Tinika,4.0
167,Yury Bolkonskiy,4.0
167,Raphael Oliveira,4.0
167,Anton Kudryashov,4.0
167,Ekaterina Ivanova RWC,4.0
167,Joseph Barker,4.0
167,Mike,4.0
167,Sergey Filyaev,3.5
167,Ruud Berlie,4.5
167,A G,3.0
167,Marcelo Freddi,3.5
167,Papamoa Bill,4.5
167,Andrzej Rozycki,4.5
167,Wilfried NAKKI Nackom,4.5
167,Ekaterina Mochalina,3.0
167,Boudewijn Brouwer,3.5
167,Kim Skovgaard,4.5
167,Nikita Lomaev,3.5
167,Eduardo Noronha,3.5
167,Pavel P,4.5
167,Cassio Pontoni,3.5
167,Campelo Filho,3.5
167,Sergeev Sergey,3.5
167,Oleg Esenov,3.5
167,Nastassia Kiyko,3.5
167,Vasiliy Matsukov,3.5
167,Linda Docters van Leeuwen,3.5
167,Maxim Ufaev,3.5
167,Yury B,3.0
167,Brian Chen,3.0
167,C C,4.0
167,Evgeniya Prokhorova,3.5
167,Uffe,3.5
167,Vadim Starshinov RWC,3.5
167,Alex Pluton,3.0
167,Arina Pazushko,3.5
167,Helio Malavasi,3.0
167,Lieven Bultinck,3.5
167,Anya Shakina,3.5
167,Alexey,3.0
167,Jonas Johansson,5.0
167,Eduardo Guindo Olmos,5.0
167,Jeremy Muller,5.0
167,Jonathan Gibson,5.0
167,Pavel Lazarev,1.0
167,Jeremy,2.5
167,Johan Karlsson,3.5
168,John Smith,4.5
168,Sebastion Erdelyi,5.0
168,Chuck Norris,5.0
168,Jaime Grimmett,4.0
168,Ambassador Petrolhead,4.5
168,Mario Speedwagon,4.5
168,Steven Brunskill,4.5
168,Matt Wilson,4.5
168,Wilson Ang,4.5
168,Alex Newell,4.5
168,Peter Simpson,4.5
168,Paul Taylor,4.5
168,Harvey Wilton,4.5
168,Jared Brons,4.5
168,Jonathan Harker,4.5
168,Ian Padilla,4.5
168,Nate Oxenfeld,4.0
168,Greg Woolley,4.0
168,NJ Wilson,4.5
168,Per Harald,4.5
168,Craig Thomson,4.5
168,Mark Major,4.5
168,Peter Griffin,4.5
168,Patrick McElhinney,4.5
168,Rudy Neys,4.5
168,Andy,4.5
168,Ben Paterson,4.5
168,Andrew George,5.0
168,Nicole Anderson,4.5
168,Robert Orr,4.5
168,Nicolas Senechal,4.5
168,Patrick McCalman,4.5
168,Richard Lauder,4.5
168,Lukas Krattiger,4.5
168,Birkir A. Barkarson,4.5
168,Alexander Dey,4.5
168,Heath Morley,4.5
168,Nudge Stratford,4.0
168,Peter Arijs,4.0
168,Concrete Wall,4.5
168,DC Kaz,4.5
168,Peter Forster,4.5
168,Craig U,5.0
168,PROjECT 5.0,4.5
168,Tony Thomas,4.5
168,Kevin Schorath,4.5
168,Le Petit Verre,4.5
168,Alexander Hammergart,4.5
168,Richard Kendrick,4.5
168,Rico Starr,5.0
168,M Phenix,4.5
168,Kaydn215,4.5
168,Andrew Murchie,4.5
168,Pinot Princess,4.5
168,The Other Bordeaux,4.5
168,Robert G,4.5
168,Brad Pejcic,4.5
168,Wineman Steve,4.5
168,Richie G,4.5
168,Nick Smith,4.5
168,Natman,4.5
168,Rob Taylor,4.5
168,Wingey Winey Chef,5.0
168,Kim Lund Johansen - WineExplorer.dk,4.0
168,Fridtjof Mo,4.5
168,Nick Jonker,4.5
168,Kevin Brown,4.5
168,BoozeBaron,4.5
168,Scott Mortimer,4.5
168,Matt,4.5
168,Artem Gulyaev,4.5
168,Xavier Hornblow,4.5
168,Grumpy Wino’s,4.5
168,Whiskers in Wine,4.5
168,James Phillips,4.5
168,Hamish W,4.5
168,Vadim Sirotov,4.5
168,Bojan Lecic,4.5
168,Chris Pappas,4.5
168,John Barnes,4.0
168,Alexander Terletskiy,4.5
168,Alyssa Riley,4.0
168,Shayne Shepherd,5.0
168,Papamoa Bill,5.0
168,Alfred Ejsmont,4.5
168,Serpentino,4.0
168,Barry Woolphe,4.5
168,Bacchus Fan,4.0
168,Mick Parsons,4.5
168,Kiwi Wine Lover,5.0
168,Johnny Glenn,4.0
168,Epicurus By Nature,4.5
168,Michel Vandervoort,5.0
168,Stephen Hillam,5.0
168,Andrew Simpson,4.5
168,Ben Hobbs,5.0
168,Champagne Hank,5.0
168,Eirik Lauvstad,4.0
168,David Adamson,4.5
168,Nick M,4.0
168,David O,4.0
168,Shaughn Jenkins,4.0
168,Kim Nørgaard Poulsen,4.0
168,Nick Taylor,4.0
168,Tom Cleary,4.5
168,Enzo X,5.0
168,Simon Williams,4.5
168,Tom Pearson,5.0
168,Andrew Morgan,4.0
168,Ben P,4.0
168,- Dan -,4.0
168,Joao Vasconcelos,4.0
168,Adrian Doss,4.0
168,Danny Zeugnimod,4.0
168,Mark Eshelby,3.5
168,Robin Wilson 5,3.5
168,Pontus Persson,3.5
168,Erwin Versleijen,4.0
168,Ignacio Rodriguez,4.0
168,Erik Gadsbøll,4.0
168,J D,4.5
168,El Presidenté,4.5
168,Ian Bailey,5.0
168,Max Imilian,4.0
168,Tom Wood,4.0
168,James Clarke,4.0
168,Anonymous Coward,4.0
168,Oliver Peuschel,5.0
168,Jerome B,4.0
168,Adam,4.0
168,Michael WineAndMe RWC,4.0
168,Jonathan Ng,4.5
168,Ray,5.0
168,Mooloomitch,5.0
168,Johanne S. Johansen,4.0
168,Alex Alm,5.0
168,Michael Day,4.5
168,John K,5.0
168,David Frodsham,4.0
168,Victor Chong,4.0
168,Craig Lineham,5.0
168,Caspar Schmidt,5.0
168,Nich Marks,4.5
168,Kiwi in Thailand,5.0
168,Peteredouted,5.0
168,Silvia Wine,4.0
168,Jeremy Drumm,5.0
168,Michael Aitken,4.0
168,Piotr Kowalski,4.0
168,Matt M,4.0
168,Baard Kjelsaas,4.0
168,RKN,4.0
168,Anxoss,3.5
168,Alfred,3.5
168,Russell Levermore,3.5
168,Jesper Hougaard,4.0
168,LoveWine,3.5
168,James Escobar,3.5
168,Dave Senoner,4.0
168,Geoff Hansen,4.0
168,Richard Piper,4.0
168,Alex Kwon,3.5
168,Carlos Lopez Jall,3.5
168,Tony McClelland,4.0
168,Lauren D,3.5
168,Soondorbon,3.5
168,Gunder Eriksen,3.5
168,Jean-Philippe laine,2.5
168,Jøran Lillesand,3.5
168,Ben Arnold,3.5
168,Volker Trede,3.5
168,Jon Japan,4.0
168,Jeff Smith,4.5
168,Adam Marianski,3.0
168,Nick Allen,4.0
168,Jason Yu,3.5
168,Sergio Regukh,4.0
168,Jacob,3.5
168,Bruce C,3.5
168,John B,4.5
168,Vineyard Surfer,3.5
168,Stretch,4.0
168,Fabio Galli,4.0
168,Andrew Norton,3.5
168,Peter Mouser,4.0
168,! Ivan Pena Regueiro,4.0
168,JVH,4.0
168,Jonathan Gibson,4.0
168,B M,2.0
168,Winetonomy.com,3.0
168,Rob,4.5
168,Rob Lewis,5.0
168,R M,5.0
168,vivino user,4.5
168,Marshall Segan,2.0
168,Mr Kevvy,1.5
168,Francis Douglas,3.0
168,"M Denton, Master Quaffer",2.5
168,Herb,3.0
168,Traian Pierre,2.0
168,Brad Frederickson,3.5
168,A P,4.0
168,Ricky K,3.5
168,Adam,4.0
168,David Hall,5.0
168,A M,5.0
168,MP,4.0
169,David Bell,4.5
169,Mike Benson,4.0
169,Jessica Robinson,4.0
169,Travelling Corkscrew,4.0
169,Morten Pejter Roitmann,4.5
169,Adi Mizrahi,4.0
169,Connie & Ross,4.0
169,Harry Schiff,4.0
169,Sergey Kryuchkov,4.0
169,MANelson,4.0
169,Erlend B.,4.0
169,Sergey Vastchenok,4.5
169,Sebastian Knop Reventlow,4.0
169,Tomer Wermus,4.0
169,Troy Braban,4.0
169,Trysil Knutsen,4.0
169,Dr.Meandor,3.5
169,Oli G.,4.0
169,JNW,4.0
169,Nikolaj Skydsgaard,3.5
169,Konstantin Aron WSCIL,4.5
169,AmirP,4.0
169,Harry Rappaport,4.0
169,Rick Smith,4.0
169,Offer Har,4.0
169,Inbar Perry,4.0
169,Predrag Kovacevic,4.0
169,Chris Thomas,3.5
169,Ernesto Bettoni Traube,3.5
169,G K,3.5
169,Vladislav Goverdovsky,3.5
169,Alex Zeltcer,3.5
169,Raul Nunez,3.5
169,David Gozal,3.5
169,Eran Cohen,3.0
169,Jonathan Ben-Ami,3.5
169,Ravi Raju,3.0
169,TJ,5.0
169,YK,5.0
169,Anders,4.5
169,SOMMOS - Job,4.5
169,Gal Koren,4.5
169,Ori Carmi,4.0
169,JiWer,4.0
169,Drikus K,4.5
169,Carl Johan Kleman,4.0
169,Kenneth Karsberg Hansen,4.5
169,Rem A,4.0
169,Anders Janniche,4.0
169,Steve,4.0
169,Leonardo Salati,4.0
169,Hugues Begou,3.0
169,Skip Bowman,4.0
169,Jochem Van Doorn,4.0
169,Josefine Wærstad,4.5
169,Thomas Hansen,4.0
169,Casper Dam,3.5
169,Anders Jønstrup,3.5
169,Igor Karpunin,3.5
169,Luca Pollicoro,3.0
169,Kosan,3.0
169,Arnoud Appeldoorn,3.0
